"","Mesa","Department","District","Turnout","MAS.vote","VS","BBS","stolen.prop","bboxstuff.prop","Fraud.type"
"17662",17662,"Oruro",30,0.919777356238064,0.909269089828485,1,0,0.826,0,"VS"
"17691",17691,"Oruro",30,0.978022004092359,0.334489469915518,0,1,0,0.729,"BBS"
"17697",17697,"Oruro",30,0.937702026240672,0.524492779657433,0,0,0,0,"Clean"
"17698",17698,"Oruro",30,0.919302331859331,0.931468432890865,1,0,0.871,0,"VS"
"17699",17699,"Oruro",30,0.984655320477014,0.404805259237882,0,1,0,0.794,"BBS"
"17703",17703,"Oruro",30,0.930021400407148,0.514800135500815,0,0,0,0,"Clean"
"17707",17707,"Oruro",30,0.930010017488072,0.315913593664993,0,0,0,0,"Clean"
"17720",17720,"Oruro",30,0.940466063915623,0.432729007894438,0,0,0,0,"Clean"
"17721",17721,"Oruro",30,0.90333106227185,0.442411301447899,0,0,0,0,"Clean"
"17730",17730,"Oruro",30,0.906154835392896,0.525761542099311,0,0,0,0,"Clean"
"17737",17737,"Oruro",30,0.912101374600273,0.845853366218414,1,0,0.749,0,"VS"
"17747",17747,"Oruro",30,0.895282400630609,0.843493605898993,1,0,0.753,0,"VS"
"17752",17752,"Oruro",30,0.98965197003845,0.3717120705207,0,1,0,0.857,"BBS"
"17756",17756,"Oruro",30,0.936518248136649,0.867740133336,1,0,0.761,0,"VS"
"17758",17758,"Oruro",30,0.9006926277775,0.385363336418445,0,0,0,0,"Clean"
"17773",17773,"Oruro",30,0.933026273518548,0.317415186203391,0,0,0,0,"Clean"
"17776",17776,"Oruro",30,0.912658426032429,0.340754483510383,0,0,0,0,"Clean"
"17789",17789,"Oruro",30,0.929947294468343,0.356379774474918,0,0,0,0,"Clean"
"17801",17801,"Oruro",30,0.905733985392226,0.901642944935923,1,0,0.79,0,"VS"
"17817",17817,"Oruro",30,0.987899874694018,0.336121347365818,0,1,0,0.844,"BBS"
"17831",17831,"Oruro",30,0.989306144908069,0.538926352239271,0,1,0,0.82,"BBS"
"17836",17836,"Oruro",30,0.917481374780718,0.926070480591116,1,0,0.868,0,"VS"
"17847",17847,"Oruro",30,0.896240953904743,0.368291336862348,0,0,0,0,"Clean"
"17896",17896,"Oruro",30,0.919061524411436,0.45660915894148,0,0,0,0,"Clean"
"17906",17906,"Oruro",30,0.89105162744777,0.388100139703523,0,0,0,0,"Clean"
"17915",17915,"Oruro",30,0.90028548501528,0.355846847748897,0,0,0,0,"Clean"
"17927",17927,"Oruro",30,0.937136526744992,0.516371041526792,0,0,0,0,"Clean"
"17928",17928,"Oruro",30,0.901710309159546,0.365757755212662,0,0,0,0,"Clean"
"17931",17931,"Oruro",30,0.917099857718013,0.40627290863478,0,0,0,0,"Clean"
"17932",17932,"Oruro",30,0.890362349105198,0.900064328744015,1,0,0.833,0,"VS"
"17978",17978,"Oruro",31,0.906327309112566,0.721848188794473,0,0,0,0,"Clean"
"17981",17981,"Oruro",31,0.896041293995252,0.64715502792569,0,0,0,0,"Clean"
"18011",18011,"Oruro",31,0.911899364166626,0.715918340569382,0,0,0,0,"Clean"
"18015",18015,"Oruro",31,0.99004392191592,0.69967731736602,0,1,0,0.897,"BBS"
"18036",18036,"Oruro",31,0.90512042141225,0.878645956767421,0,0,0,0,"Clean"
"18039",18039,"Oruro",31,0.884058424501474,0.965826128157279,1,0,0.859,0,"VS"
"18041",18041,"Oruro",31,0.910950464596136,0.965741416812811,1,0,0.791,0,"VS"
"18079",18079,"Oruro",31,0.916098843757418,0.820867784592235,0,0,0,0,"Clean"
"18082",18082,"Oruro",31,0.870260379313916,0.759797321317361,0,0,0,0,"Clean"
"18083",18083,"Oruro",31,0.999058989227014,0.838607608664077,0,1,0,0.992,"BBS"
"18113",18113,"Oruro",31,0.884302649266983,0.704148471270177,0,0,0,0,"Clean"
"18124",18124,"Oruro",31,0.886216961492466,0.676214155315824,0,0,0,0,"Clean"
"18163",18163,"Oruro",31,0.993859563056537,0.802140128853165,0,1,0,0.929,"BBS"
"18165",18165,"Oruro",31,0.986004397197684,0.760822768022991,0,1,0,0.832,"BBS"
"18171",18171,"Oruro",31,0.914900618728714,0.957749347678687,1,0,0.818,0,"VS"
"18180",18180,"Oruro",31,0.868778274319461,0.91023179913434,1,0,0.714,0,"VS"
"18186",18186,"Oruro",31,0.911198036757086,0.879537701462322,0,0,0,0,"Clean"
"18187",18187,"Oruro",31,0.990996235221037,0.721360469804838,0,1,0,0.917,"BBS"
"18193",18193,"Oruro",31,0.980154546779463,0.86058970334554,0,1,0,0.842,"BBS"
"18194",18194,"Oruro",31,0.984766662412732,0.67545967945149,0,1,0,0.881,"BBS"
"18199",18199,"Oruro",31,0.98051140897101,0.853878366777649,0,1,0,0.815,"BBS"
"18202",18202,"Oruro",31,0.885430018082077,0.732275401247758,0,0,0,0,"Clean"
"18203",18203,"Oruro",31,0.981093435822986,0.793636583200395,0,1,0,0.794,"BBS"
"18212",18212,"Oruro",31,0.912576856027721,0.81527025626317,0,0,0,0,"Clean"
"18219",18219,"Oruro",31,0.912827538675835,0.749521103180812,0,0,0,0,"Clean"
"18242",18242,"Oruro",31,0.879235608667625,0.668115654568705,0,0,0,0,"Clean"
"18244",18244,"Oruro",31,0.865924891465092,0.951432841608558,1,0,0.823,0,"VS"
"18258",18258,"Oruro",31,0.979302520983247,0.756120562242913,0,1,0,0.754,"BBS"
"18261",18261,"Oruro",31,0.997726488049399,0.69536205622057,0,1,0,0.98,"BBS"
"18267",18267,"Oruro",32,0.888822821178917,0.619885353041939,0,0,0,0,"Clean"
"18273",18273,"Oruro",32,0.987588833395855,0.83293307440205,0,1,0,0.909,"BBS"
"18279",18279,"Oruro",32,0.862494011273542,0.928891667716749,1,0,0.775,0,"VS"
"18281",18281,"Oruro",32,0.986876716347368,0.668071739321889,0,1,0,0.89,"BBS"
"18296",18296,"Oruro",32,0.893330912709248,0.671234330895452,0,0,0,0,"Clean"
"18301",18301,"Oruro",32,0.976958801504033,0.807121069364068,0,1,0,0.833,"BBS"
"18302",18302,"Oruro",32,0.907166929271304,0.822003061467304,0,0,0,0,"Clean"
"18317",18317,"Oruro",32,0.863783198909641,0.619814610289296,0,0,0,0,"Clean"
"18340",18340,"Oruro",32,0.884658355567215,0.959508954386285,1,0,0.745,0,"VS"
"18355",18355,"Oruro",32,0.976328329466376,0.696686564252374,0,1,0,0.834,"BBS"
"18357",18357,"Oruro",32,0.873022367318204,0.713287662712366,0,0,0,0,"Clean"
"18361",18361,"Oruro",32,0.977262949864229,0.665224389815121,0,1,0,0.823,"BBS"
"18373",18373,"Oruro",32,0.879948035257772,0.959310150313499,1,0,0.821,0,"VS"
"18395",18395,"Oruro",32,0.863663438922389,0.971966636496812,1,0,0.814,0,"VS"
"18397",18397,"Oruro",32,0.880957427403844,0.710699881596399,0,0,0,0,"Clean"
"18415",18415,"Oruro",32,0.895089067265193,0.733752908284172,0,0,0,0,"Clean"
"18420",18420,"Oruro",32,0.875605110020955,0.918382568775989,1,0,0.76,0,"VS"
"18429",18429,"Oruro",32,0.891156879510789,0.665585792797643,0,0,0,0,"Clean"
"18451",18451,"Oruro",32,0.8623880399104,0.819140090563407,0,0,0,0,"Clean"
"18467",18467,"Oruro",32,0.895055346544448,0.746959752034386,0,0,0,0,"Clean"
"18479",18479,"Oruro",32,0.988777341438293,0.843312042043794,0,1,0,0.908,"BBS"
"18486",18486,"Oruro",32,0.900742407338856,0.930290234760302,1,0,0.771,0,"VS"
"18489",18489,"Oruro",32,0.864954658928041,0.963830612845699,1,0,0.807,0,"VS"
"18501",18501,"Oruro",32,0.894484903157743,0.809939031166689,0,0,0,0,"Clean"
"18502",18502,"Oruro",32,0.860698449961567,0.672283990156837,0,0,0,0,"Clean"
"18518",18518,"Oruro",32,0.877469860411701,0.699157379983821,0,0,0,0,"Clean"
"18520",18520,"Oruro",32,0.989482707866628,0.750168875601792,0,1,0,0.898,"BBS"
"18553",18553,"Potosi",33,0.87060900269354,0.843607421802006,1,0,0.783,0,"VS"
"18560",18560,"Potosi",33,0.982367312202302,0.438616960319297,0,1,0,0.879,"BBS"
"18561",18561,"Potosi",33,0.967018416992304,0.432181629339085,0,1,0,0.769,"BBS"
"18562",18562,"Potosi",33,0.855486102590203,0.282608421557563,0,0,0,0,"Clean"
"18567",18567,"Potosi",33,0.865583835104132,0.357667686850714,0,0,0,0,"Clean"
"18570",18570,"Potosi",33,0.878827984713132,0.376096280600005,0,0,0,0,"Clean"
"18580",18580,"Potosi",33,0.857578991834329,0.347532361122543,0,0,0,0,"Clean"
"18587",18587,"Potosi",33,0.974013698453909,0.43662427525706,0,1,0,0.819,"BBS"
"18594",18594,"Potosi",33,0.971410702739116,0.273741664755494,0,1,0,0.798,"BBS"
"18597",18597,"Potosi",33,0.879119195088811,0.877749041658076,1,0,0.769,0,"VS"
"18600",18600,"Potosi",33,0.982041733340217,0.420249467513481,0,1,0,0.841,"BBS"
"18630",18630,"Potosi",33,0.851862907585896,0.360270836437094,0,0,0,0,"Clean"
"18636",18636,"Potosi",33,0.854795884827075,0.295949980768712,0,0,0,0,"Clean"
"18647",18647,"Potosi",33,0.970033847606732,0.355451804725105,0,1,0,0.724,"BBS"
"18659",18659,"Potosi",33,0.8633371242866,0.279510389159203,0,0,0,0,"Clean"
"18662",18662,"Potosi",33,0.995918363909783,0.280655324841485,0,1,0,0.969,"BBS"
"18664",18664,"Potosi",33,0.903334425591709,0.380123325298154,0,0,0,0,"Clean"
"18684",18684,"Potosi",33,0.875811078283384,0.285180792394237,0,0,0,0,"Clean"
"18694",18694,"Potosi",33,0.888718751814704,0.3781134504785,0,0,0,0,"Clean"
"18727",18727,"Potosi",33,0.891756446370769,0.875061656064119,1,0,0.778,0,"VS"
"18730",18730,"Potosi",33,0.989394623080892,0.324076554739688,0,1,0,0.913,"BBS"
"18746",18746,"Potosi",33,0.979972941908379,0.447843490931489,0,1,0,0.812,"BBS"
"18759",18759,"Potosi",33,0.896299792316077,0.476722498366189,0,0,0,0,"Clean"
"18771",18771,"Potosi",33,0.88778542044588,0.324174704202394,0,0,0,0,"Clean"
"18772",18772,"Potosi",33,0.878750806220434,0.904728386594589,1,0,0.817,0,"VS"
"18784",18784,"Potosi",33,0.872256754676015,0.435424600564863,0,0,0,0,"Clean"
"18805",18805,"Potosi",33,0.86743334185835,0.836714086014455,1,0,0.78,0,"VS"
"18825",18825,"Potosi",33,0.971258105644984,0.261789914349122,0,1,0,0.765,"BBS"
"18833",18833,"Potosi",33,0.869185748045886,0.867753443529552,1,0,0.786,0,"VS"
"18839",18839,"Potosi",33,0.895385541235166,0.88452172654088,1,0,0.816,0,"VS"
"18840",18840,"Potosi",33,0.90458282346498,0.329472268679359,0,0,0,0,"Clean"
"18844",18844,"Potosi",33,0.861128671887061,0.46907263927466,0,0,0,0,"Clean"
"18855",18855,"Potosi",33,0.869725286779101,0.488269008927666,0,0,0,0,"Clean"
"18856",18856,"Potosi",33,0.875336590703093,0.301629131911135,0,0,0,0,"Clean"
"18864",18864,"Potosi",33,0.898620727020996,0.473293296950652,0,0,0,0,"Clean"
"18866",18866,"Potosi",33,0.864606989716433,0.261013139290112,0,0,0,0,"Clean"
"18867",18867,"Potosi",33,0.874352814063999,0.409869165980371,0,0,0,0,"Clean"
"18879",18879,"Potosi",33,0.879080784567987,0.868073745562977,1,0,0.79,0,"VS"
"18880",18880,"Potosi",33,0.868770989686514,0.483242836422906,0,0,0,0,"Clean"
"18891",18891,"Potosi",33,0.88187046343278,0.884104824384665,1,0,0.782,0,"VS"
"18903",18903,"Potosi",33,0.882553702703016,0.84282714526199,1,0,0.788,0,"VS"
"18904",18904,"Potosi",33,0.870255212851595,0.398342075307076,0,0,0,0,"Clean"
"18906",18906,"Potosi",33,0.879127712295797,0.400769702162807,0,0,0,0,"Clean"
"18937",18937,"Potosi",33,0.879818219649679,0.446164799911645,0,0,0,0,"Clean"
"18943",18943,"Potosi",33,0.985512651223187,0.490275126172568,0,1,0,0.851,"BBS"
"18957",18957,"Potosi",33,0.881186453182313,0.497328230722408,0,0,0,0,"Clean"
"18970",18970,"Potosi",33,0.897677112849069,0.294838489770293,0,0,0,0,"Clean"
"18976",18976,"Potosi",33,0.87526467555743,0.374719184063663,0,0,0,0,"Clean"
"18977",18977,"Potosi",33,0.985226548537802,0.364852766313637,0,1,0,0.894,"BBS"
"18984",18984,"Potosi",33,0.980388658463712,0.492826123539246,0,1,0,0.826,"BBS"
"18999",18999,"Potosi",34,0.872399472351582,0.928826422543668,1,0,0.798,0,"VS"
"19001",19001,"Potosi",34,0.868652424872796,0.906724329451137,1,0,0.755,0,"VS"
"19005",19005,"Potosi",34,0.859453898057109,0.601088503195082,0,0,0,0,"Clean"
"19025",19025,"Potosi",34,0.886211626732449,0.910880963333699,1,0,0.8,0,"VS"
"19040",19040,"Potosi",34,0.991652332081596,0.588581046040644,0,1,0,0.934,"BBS"
"19051",19051,"Potosi",34,0.857034953745161,0.935643634493688,1,0,0.85,0,"VS"
"19052",19052,"Potosi",34,0.904854191601465,0.904735632268692,1,0,0.784,0,"VS"
"19055",19055,"Potosi",34,0.901913123178338,0.906836988667933,1,0,0.83,0,"VS"
"19063",19063,"Potosi",34,0.88455510978779,0.610938222879556,0,0,0,0,"Clean"
"19064",19064,"Potosi",34,0.994015031399095,0.460983545417741,0,1,0,0.949,"BBS"
"19068",19068,"Potosi",34,0.904974896907181,0.550622151648821,0,0,0,0,"Clean"
"19071",19071,"Potosi",34,0.97458705641786,0.578074879371563,0,1,0,0.822,"BBS"
"19117",19117,"Potosi",34,0.978150058567515,0.605703414704145,0,1,0,0.771,"BBS"
"19127",19127,"Potosi",34,0.896739753160889,0.583060463092291,0,0,0,0,"Clean"
"19133",19133,"Potosi",34,0.854727338014433,0.610560599913714,0,0,0,0,"Clean"
"19180",19180,"Potosi",34,0.895868204341857,0.681895373592838,0,0,0,0,"Clean"
"19187",19187,"Potosi",34,0.874950330239731,0.481967482404469,0,0,0,0,"Clean"
"19199",19199,"Potosi",34,0.980639881422942,0.526123036959856,0,1,0,0.812,"BBS"
"19220",19220,"Potosi",34,0.89661457371766,0.522392835986453,0,0,0,0,"Clean"
"19262",19262,"Potosi",34,0.874391227144908,0.912565796063397,1,0,0.794,0,"VS"
"19269",19269,"Potosi",34,0.879027743469114,0.920420916168706,1,0,0.81,0,"VS"
"19276",19276,"Potosi",34,0.858581755291802,0.926879835394422,1,0,0.83,0,"VS"
"19281",19281,"Potosi",34,0.885378292967909,0.535608400605142,0,0,0,0,"Clean"
"19282",19282,"Potosi",34,0.889514931006734,0.662332325988549,0,0,0,0,"Clean"
"19283",19283,"Potosi",34,0.875438281497125,0.513157263261747,0,0,0,0,"Clean"
"19285",19285,"Potosi",34,0.900478313830087,0.66349906637134,0,0,0,0,"Clean"
"19321",19321,"Potosi",34,0.87367887189859,0.905064358911157,1,0,0.82,0,"VS"
"19324",19324,"Potosi",34,0.988888993598606,0.552007215061005,0,1,0,0.889,"BBS"
"19331",19331,"Potosi",34,0.871009493836192,0.665778010860247,0,0,0,0,"Clean"
"19333",19333,"Potosi",34,0.90615560734082,0.879671565844847,1,0,0.779,0,"VS"
"19334",19334,"Potosi",34,0.858998797751243,0.475801603533677,0,0,0,0,"Clean"
"19344",19344,"Potosi",34,0.882447442538386,0.675267124760698,0,0,0,0,"Clean"
"19345",19345,"Potosi",34,0.981484293580957,0.585994218176618,0,1,0,0.818,"BBS"
"19348",19348,"Potosi",35,0.981235715203408,0.755844297216259,0,1,0,0.835,"BBS"
"19359",19359,"Potosi",35,0.854380599889115,0.933631445507884,0,0,0,0,"Clean"
"19370",19370,"Potosi",35,0.987601218466311,0.797683481158099,0,1,0,0.891,"BBS"
"19379",19379,"Potosi",35,0.836129534844214,0.97353223542553,1,0,0.854,0,"VS"
"19382",19382,"Potosi",35,0.985359881942191,0.732521964113187,0,1,0,0.867,"BBS"
"19388",19388,"Potosi",35,0.844140105690588,0.845000515548365,0,0,0,0,"Clean"
"19392",19392,"Potosi",35,0.857450232403762,0.871007794133194,0,0,0,0,"Clean"
"19401",19401,"Potosi",35,0.854211923341896,0.97813639520383,1,0,0.783,0,"VS"
"19420",19420,"Potosi",35,0.853658292178216,0.982025028985149,1,0,0.805,0,"VS"
"19421",19421,"Potosi",35,0.975113570897764,0.794385475103262,0,1,0,0.836,"BBS"
"19440",19440,"Potosi",35,0.875245466793356,0.933809445127348,1,0,0.741,0,"VS"
"19449",19449,"Potosi",35,0.885733728860252,0.972243405968849,1,0,0.756,0,"VS"
"19461",19461,"Potosi",35,0.844665447054033,0.731273601394581,0,0,0,0,"Clean"
"19487",19487,"Potosi",35,0.881161640712821,0.716037879710093,0,0,0,0,"Clean"
"19504",19504,"Potosi",35,0.852981218156153,0.931344551555966,1,0,0.748,0,"VS"
"19514",19514,"Potosi",35,0.991516941787536,0.839645092139682,0,1,0,0.934,"BBS"
"19515",19515,"Potosi",35,0.838545033973093,0.814354737473976,0,0,0,0,"Clean"
"19523",19523,"Potosi",35,0.982802380404711,0.866357427656239,0,1,0,0.878,"BBS"
"19524",19524,"Potosi",35,0.987551280646509,0.945835063417704,0,1,0,0.906,"BBS"
"19527",19527,"Potosi",35,0.977545600499696,0.893109584286929,0,1,0,0.86,"BBS"
"19530",19530,"Potosi",35,0.889444931821488,0.84580794982177,0,0,0,0,"Clean"
"19536",19536,"Potosi",35,0.840713203336616,0.764693382008045,0,0,0,0,"Clean"
"19545",19545,"Potosi",35,0.848556935908966,0.787233301343564,0,0,0,0,"Clean"
"19548",19548,"Potosi",35,0.892293569903469,0.972740335296349,1,0,0.813,0,"VS"
"19551",19551,"Potosi",35,0.852369655485925,0.985470135928947,1,0,0.841,0,"VS"
"19562",19562,"Potosi",35,0.854009886102386,0.976899895769746,1,0,0.822,0,"VS"
"19565",19565,"Potosi",35,0.844592394960521,0.817522653449406,0,0,0,0,"Clean"
"19566",19566,"Potosi",35,0.857191199871024,0.900529640171097,0,0,0,0,"Clean"
"19578",19578,"Potosi",35,0.887999846779733,0.955068576199894,0,0,0,0,"Clean"
"19585",19585,"Potosi",35,0.850512125169659,0.975010447945531,1,0,0.777,0,"VS"
"19599",19599,"Potosi",35,0.867318257094431,0.939541823416409,1,0,0.771,0,"VS"
"19603",19603,"Potosi",36,0.862406449309851,0.573889793493204,0,0,0,0,"Clean"
"19639",19639,"Potosi",36,0.839686130923877,0.57680492482939,0,0,0,0,"Clean"
"19682",19682,"Potosi",36,0.872127619480918,0.904240779579523,1,0,0.722,0,"VS"
"19684",19684,"Potosi",36,0.974556501791029,0.764307070996697,0,1,0,0.833,"BBS"
"19686",19686,"Potosi",36,0.989873630077103,0.73889282167166,0,1,0,0.917,"BBS"
"19706",19706,"Potosi",36,0.887806516795735,0.68568428467835,0,0,0,0,"Clean"
"19708",19708,"Potosi",36,0.874221123259056,0.956755975422263,1,0,0.821,0,"VS"
"19719",19719,"Potosi",36,0.858445400771786,0.670579282188335,0,0,0,0,"Clean"
"19730",19730,"Potosi",36,0.850620341351667,0.634621766921,0,0,0,0,"Clean"
"19737",19737,"Potosi",36,0.864126759179383,0.724566332925632,0,0,0,0,"Clean"
"19739",19739,"Potosi",36,0.888561494961123,0.713504289336273,0,0,0,0,"Clean"
"19744",19744,"Potosi",36,0.88738488178078,0.956756950836832,1,0,0.881,0,"VS"
"19745",19745,"Potosi",36,0.884281884669609,0.934232035711982,1,0,0.783,0,"VS"
"19761",19761,"Potosi",36,0.867656877919428,0.965260857187367,1,0,0.861,0,"VS"
"19793",19793,"Potosi",36,0.842855806074151,0.651046796862683,0,0,0,0,"Clean"
"19821",19821,"Potosi",36,0.848984646292011,0.933923032371989,1,0,0.823,0,"VS"
"19838",19838,"Potosi",36,0.85039864404743,0.627024830161265,0,0,0,0,"Clean"
"19842",19842,"Potosi",36,0.86007472136311,0.623698002910384,0,0,0,0,"Clean"
"19847",19847,"Potosi",36,0.867098798679852,0.695676938790774,0,0,0,0,"Clean"
"19860",19860,"Potosi",36,0.882556501699151,0.649001077933669,0,0,0,0,"Clean"
"19862",19862,"Potosi",36,0.861895967769324,0.707992179294942,0,0,0,0,"Clean"
"19884",19884,"Potosi",36,0.964415149243803,0.760316723719681,0,1,0,0.781,"BBS"
"19886",19886,"Potosi",36,0.86565452513378,0.920197653182223,1,0,0.801,0,"VS"
"19890",19890,"Potosi",36,0.84814206014356,0.776720112793852,0,0,0,0,"Clean"
"19893",19893,"Potosi",36,0.878455944389383,0.633105516671674,0,0,0,0,"Clean"
"19903",19903,"Potosi",37,0.873414169243767,0.937865910686252,1,0,0.875,0,"VS"
"19906",19906,"Potosi",37,0.856942881577209,0.529696136367721,0,0,0,0,"Clean"
"19911",19911,"Potosi",37,0.993440593850554,0.586150800654617,0,1,0,0.939,"BBS"
"19923",19923,"Potosi",37,0.881457963496424,0.426626156034674,0,0,0,0,"Clean"
"19926",19926,"Potosi",37,0.985838053435585,0.45674108109326,0,1,0,0.886,"BBS"
"19932",19932,"Potosi",37,0.972723456593683,0.637320621012113,0,1,0,0.726,"BBS"
"19939",19939,"Potosi",37,0.857697729158239,0.563101015281714,0,0,0,0,"Clean"
"19945",19945,"Potosi",37,0.880923011776364,0.930527891170568,1,0,0.84,0,"VS"
"19950",19950,"Potosi",37,0.861092630076627,0.508576391644445,0,0,0,0,"Clean"
"19952",19952,"Potosi",37,0.864257802968047,0.620477824867151,0,0,0,0,"Clean"
"19969",19969,"Potosi",37,0.898824484693903,0.598792081980621,0,0,0,0,"Clean"
"19982",19982,"Potosi",37,0.985979343054664,0.529963914101809,0,1,0,0.874,"BBS"
"19987",19987,"Potosi",37,0.87038519079895,0.553738166932564,0,0,0,0,"Clean"
"20004",20004,"Potosi",37,0.856770468739247,0.455928262693172,0,0,0,0,"Clean"
"20013",20013,"Potosi",37,0.885011524785887,0.50732522785903,0,0,0,0,"Clean"
"20022",20022,"Potosi",37,0.888554729553801,0.570072389304536,0,0,0,0,"Clean"
"20026",20026,"Potosi",37,0.984643837936978,0.538304309943325,0,1,0,0.854,"BBS"
"20030",20030,"Potosi",37,0.857170940369997,0.57621003169836,0,0,0,0,"Clean"
"20031",20031,"Potosi",37,0.889639816059705,0.464677586747325,0,0,0,0,"Clean"
"20034",20034,"Potosi",37,0.967620634511421,0.576175988290057,0,1,0,0.755,"BBS"
"20035",20035,"Potosi",37,0.982803705110772,0.46707791258751,0,1,0,0.874,"BBS"
"20036",20036,"Potosi",37,0.879852002409745,0.626659848350549,0,0,0,0,"Clean"
"20040",20040,"Potosi",37,0.895117670554038,0.496248439020196,0,0,0,0,"Clean"
"20049",20049,"Potosi",37,0.855885986601709,0.539197252336813,0,0,0,0,"Clean"
"20058",20058,"Potosi",37,0.982651360695163,0.558865052283706,0,1,0,0.86,"BBS"
"20084",20084,"Potosi",37,0.858239489522193,0.886861370151226,1,0,0.727,0,"VS"
"20085",20085,"Potosi",37,0.866771532869914,0.881851408995127,1,0,0.795,0,"VS"
"20091",20091,"Potosi",37,0.859289817639971,0.506899797169599,0,0,0,0,"Clean"
"20100",20100,"Potosi",37,0.88786488369101,0.934016734182004,1,0,0.838,0,"VS"
"20140",20140,"Potosi",37,0.904313448261071,0.941754522029089,1,0,0.852,0,"VS"
"20146",20146,"Potosi",37,0.98703923290307,0.469559176162829,0,1,0,0.901,"BBS"
"20151",20151,"Potosi",37,0.866854320015086,0.54646069934691,0,0,0,0,"Clean"
"20154",20154,"Potosi",37,0.89824611384905,0.528235429995834,0,0,0,0,"Clean"
"20189",20189,"Potosi",37,0.989105242517359,0.629369122757932,0,1,0,0.892,"BBS"
"20190",20190,"Potosi",37,0.879958477001916,0.927398531998827,1,0,0.84,0,"VS"
"20195",20195,"Potosi",37,0.871232235103379,0.653484322819776,0,0,0,0,"Clean"
"20207",20207,"Potosi",37,0.903420906291194,0.873710183112562,1,0,0.751,0,"VS"
"20209",20209,"Potosi",37,0.856485791448821,0.458488115736422,0,0,0,0,"Clean"
"20211",20211,"Potosi",37,0.895672126945177,0.967793441887857,1,0,0.918,0,"VS"
"20219",20219,"Potosi",37,0.89562149187945,0.891884591761883,1,0,0.797,0,"VS"
"20227",20227,"Potosi",37,0.890286041164563,0.612286021670852,0,0,0,0,"Clean"
"20234",20234,"Potosi",37,0.867174949095961,0.505972960089555,0,0,0,0,"Clean"
"20246",20246,"Potosi",38,0.857111078399794,0.670505546347388,0,0,0,0,"Clean"
"20250",20250,"Potosi",38,0.882185308985528,0.556466442085398,0,0,0,0,"Clean"
"20253",20253,"Potosi",38,0.848908028221525,0.943639031490045,1,0,0.822,0,"VS"
"20269",20269,"Potosi",38,0.847656113988664,0.763210339526994,0,0,0,0,"Clean"
"20271",20271,"Potosi",38,0.852676836065136,0.562493115180603,0,0,0,0,"Clean"
"20274",20274,"Potosi",38,0.875399824243481,0.940997013182441,1,0,0.778,0,"VS"
"20276",20276,"Potosi",38,0.844725540066785,0.752241038785376,0,0,0,0,"Clean"
"20280",20280,"Potosi",38,0.998388723221719,0.572631351606034,0,1,0,0.987,"BBS"
"20285",20285,"Potosi",38,0.861018379798623,0.942833440642424,1,0,0.81,0,"VS"
"20300",20300,"Potosi",38,0.859107131305332,0.702658934984936,0,0,0,0,"Clean"
"20308",20308,"Potosi",38,0.852987825700481,0.760022506577851,0,0,0,0,"Clean"
"20312",20312,"Potosi",38,0.882350965651324,0.628739936765332,0,0,0,0,"Clean"
"20313",20313,"Potosi",38,0.888174829714743,0.744104999853105,0,0,0,0,"Clean"
"20332",20332,"Potosi",38,0.988772009717452,0.755450055015808,0,1,0,0.902,"BBS"
"20338",20338,"Potosi",38,0.886343790353534,0.977691640158545,1,0,0.922,0,"VS"
"20350",20350,"Potosi",38,0.983318938412617,0.582632444756332,0,1,0,0.891,"BBS"
"20358",20358,"Potosi",38,0.85278296604859,0.957765507299597,1,0,0.83,0,"VS"
"20366",20366,"Potosi",38,0.884392408851226,0.931727600994498,1,0,0.787,0,"VS"
"20368",20368,"Potosi",38,0.840826058404109,0.868814725790545,1,0,0.698,0,"VS"
"20374",20374,"Potosi",38,0.97326071544203,0.725389469010692,0,1,0,0.773,"BBS"
"20386",20386,"Potosi",38,0.845106471308968,0.948460349029036,1,0,0.842,0,"VS"
"20400",20400,"Potosi",38,0.856243808283473,0.937100047032174,1,0,0.839,0,"VS"
"20407",20407,"Potosi",38,0.85134407002363,0.588172105343043,0,0,0,0,"Clean"
"20427",20427,"Potosi",38,0.872195390826325,0.56954652203949,0,0,0,0,"Clean"
"20429",20429,"Potosi",38,0.87262835648895,0.620594395475341,0,0,0,0,"Clean"
"20433",20433,"Potosi",38,0.983392188041691,0.642958977356838,0,1,0,0.88,"BBS"
"20440",20440,"Potosi",38,0.882648826186655,0.587051976610533,0,0,0,0,"Clean"
"20441",20441,"Potosi",38,0.99159856542237,0.640921239290728,0,1,0,0.938,"BBS"
"20442",20442,"Potosi",38,0.842288343416805,0.711108273490099,0,0,0,0,"Clean"
"20449",20449,"Potosi",38,0.880041855220154,0.669810648109579,0,0,0,0,"Clean"
"20454",20454,"Potosi",38,0.839292631902501,0.699890595189044,0,0,0,0,"Clean"
"20459",20459,"Potosi",38,0.870390958803763,0.69632129227043,0,0,0,0,"Clean"
"20464",20464,"Potosi",38,0.995450314525703,0.658069098352503,0,1,0,0.963,"BBS"
"20477",20477,"Potosi",38,0.838805430420794,0.704194438193201,0,0,0,0,"Clean"
"20485",20485,"Potosi",38,0.884868985252964,0.938448517183258,1,0,0.774,0,"VS"
"20499",20499,"Potosi",38,0.848012607022923,0.643625343872054,0,0,0,0,"Clean"
"20501",20501,"Potosi",38,0.880163864170349,0.899975757587512,1,0,0.732,0,"VS"
